_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget ($),Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
539,Education,Education,Cobourg,CR Gummow Public Elementary School,Complete,15-Sep,Demolition,Full/Partial demolition of the existing facility,Northumberland,East,287 GRAVELY ST,K9A1H8,,452600,,Yes,,,,43.964913,-78.155655
540,Education,Education,Cobourg,école élémentaire catholique Cobourg,Planning,26-Sep,Construction of new school,"New facility to accommodate 259 underserved French-language students, including the construction of 49 child care spaces",Northumberland,East,950 NEW AMHERST BLVD,K9A0B2,,10082998,,Yes,,,,43.96779706,-78.21224375
541,Education,Education,Collingwood,Cameron Street Public Elementary School,Complete,19-Nov,Expansion of existing school,New classroom addition of 141 pupil places for a growing school,Simcoe,Central,575 CAMERON ST,L9Y2J4,,4234045,,Yes,,Yes,,44.48804,-80.21964
542,Education,Education,Collingwood,Mountain View Public Elementary School,Complete,18-Sep,Expansion of existing school,New classroom addition of 92 pupil places for a growing school,Simcoe,Central,300 SPRUCE ST,L9Y3H1,,1933696,,Yes,,,,44.49666,-80.2307
543,Education,Education,Collingwood,École élémentaire catholique Notre-Dame-de-la-Huronie,Complete,16-Sep,New school built,New facility to accommodate 200 underserved French-language students,Simcoe,Central,55 FINDLAY DR,L9Y0G6,,6035644,,Yes,Yes,,,44.482759,-80.21641
544,Education,Education,Cornwall,Bridgewood Public Elementary School,Complete,16-Sep,New school built,New facility to accommodate 415 students as a result of a consolidation,"Stormont, Dundas and Glengarry",East,850 NICK KANEB DR,K6H0G4,,12057772,,Yes,,,,45.03617,-74.70643
545,Education,Education,Cornwall,New Cornwall Public Secondary School,Planning,29-Sep,Construction of new school,New facility to accommodate 1400 students as a result of a consolidation,"Stormont, Dundas and Glengarry",East,TBD,TBD,,39062944,,Yes,,,,,
546,Education,Education,Cornwall,TR Léger Public Secondary Alternative School,Complete,18-Sep,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,"Stormont, Dundas and Glengarry",East,600 MCCONNELL AVE,K6H4M1,,0,,,,Yes,,45.02535582,-74.71392271
547,Education,Education,Cornwall,Holy Name of Mary Catholic Elementary School,Complete,19-Mar,Expansion of existing school,"New classroom addition of 144 pupil places for a growing school, including 63 child care spaces","Stormont, Dundas and Glengarry",East,110 PATERSON ST,K0A1A0,,4858872,,Yes,,,,45.2309,-76.1834
548,Education,Education,Cornwall,St. Joseph Catholic Secondary School,Complete,18-Sep,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,"Stormont, Dundas and Glengarry",East,1500A CUMBERLAND  ST,K6J5V9,,4876094,,Yes,,,,45.03634,-74.75056
549,Education,Education,Dorion,École élémentaire catholique Immaculée-Conception,Complete,16-Sep,Renovation of existing school,School renovation,Thunder Bay,Northwest,119 LILY PAD RD,P0T1T0,,0,,,,Yes,,49.40547667,-91.65921007
550,Education,Education,East Ferris,École élémentaire catholique Saint-Thomas-d'Aquin,Complete,15-Sep,New school built,New replacement facility to accommodate 245 students,Nipissing,Northeast,1245 VILLAGE RD RR 1,P0H1B0,,8126396,,Yes,,,,46.18704,-79.2866
551,Education,Education,East Gwillimbury,Our Lady of Good Counsel Catholic Elementary School,Complete,17-Sep,Construction of new school,"New facility to accommodate 461 students in a growing community, including the construction of 72 child care spaces",York,Central,801 MURRELL BLVD,L9N0P6,,10666025,,Yes,,,,44.10462731,-79.44317748
552,Education,Education,East Gwillimbury,École élémentaire catholique Jean-Béliveau,Complete,15-Sep,New school built,New facility to accommodate 245 students in a growing community,York,Central,19300 2ND CONCESSION RD,L9N0H3,,243133,,Yes,Yes,Yes,,44.10284928,-79.46795395
553,Education,Education,East Gwillimbury,Sharon Public Elementary School,Complete,24-Sep,Construction of new school,"New facility to accommodate 638 students in a growing community, including the construction of 39 child care spaces",York,Central,MURREL BLVD / CHARLESWHITE COURT,,,23716870,,Yes,,Yes,,44.095801,-79.449127
554,Education,Education,East Gwillimbury,Queensville Catholic Elementary School,Planning,26-Sep,Construction of new school,"New facility to accommodate 409 students in a growing community, including the construction of 49 child care spaces",York,Central,LESLIE ST / JIM MORTSON DR,,,24002407,,Yes,,Yes,,44.12834911,-79.44809301
555,Education,Education,East Gwillimbury,Holland Landing #1 Elementary School,Planning,28-Sep,New School,A new 638 pupil place elementary school including a 2-room child care centre (2 preschool) to address accommodation pressure in East Gwillimbury.,York,Central,TBD,TBD,,29966748,,Yes,,,,,
556,Education,Education,East Gwillimbury,École élémentaire Chantal-Benoit,Planning,To Be Determined,New School,A new 262 pupil place elementary school and 49 licensed child care spaces in East Gwillimbury,York,Central,Green Line West & Yonge Street,L9B0C9,,14512869,,Yes,,,,,
557,Education,Education,Emo,Donald Young Public Elementary School,Complete,18-Sep,Renovation of existing school,School renovation,Rainy River,Northwest,9024 HIGHWAY 602,P0W1E0,,0,,,,Yes,,48.6308,-93.8302
558,Education,Education,Espanola,AB Ellis-Espanola Public Elementary and Secondary School,Complete,16-Sep,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Sudbury,Northeast,147 SPRUCE AVE,P5E1R7,,6746856,,Yes,,Yes,,46.26322,-81.77023
559,Education,Education,Espanola,Sacred Heart Catholic Elementary School,Complete,21-Sep,Construction of new school,"New replacement facility to accommodate 245 students, including the construction of 49 child care spaces and of 1 EarlyON room",Sudbury,Northeast,273 MEAD BLVD,P5E1B3,,11095594,,Yes,,Yes,,46.2606062,-81.7738041
560,Education,Education,Espanola,École élémentaire et secondaire catholique Renaissance,Complete,21-Sep,Construction of new school,"New facility to accommodate 310 underserved French-language students, including the construction of 49 child care spaces",Sudbury,Northeast,273 MEAD BLVD,P5E1B3,,14006838,,Yes,,Yes,,46.260253,-81.772933
561,Education,Education,Essa,Angus Elementary School,Planning,27-Sep,New School,A new 593 pupil place elementary school to address accommodation pressure in Essa.,Simcoe,Central,TBD,TBD,,28068732,,Yes,,,,,
562,Education,Education,Essex,Essex District Public Secondary School,Complete,15-Sep,Expansion of existing school,"School renovation, demolition and new classroom addition of 700 pupil places",Essex,Southwest,244 TALBOT ST N,N8M2E1,,20542707,,Yes,,Yes,,42.17935,-82.82793
563,Education,Education,Fort Erie,Greater Fort Erie Public Secondary School,Complete,17-Sep,Construction of new school,New facility to accommodate 750 students as a result of a consolidation,Niagara,Central,1640 GARRISON RD,L2A5M4,,22438280,,Yes,,Yes,,42.90282955,-78.97788867
564,Education,Education,Fort Erie,John Brant Public Elementary School,Complete,16-Sep,New school built,New facility to accommodate 504 students as a result of a consolidation,Niagara,Central,143 RIDGE RD,L0S1N0,,11272184,,Yes,,,,42.87863,-79.05224
565,Education,Education,Fort Erie,Peace Bridge Public Elementary School,Complete,23-Sep,Expansion of existing school,New classroom addition of 230 pupil places for a growing school,Niagara,Central,105 TORRANCE CRES,L2A2C1,,6034815,,Yes,,Yes,,42.91472,-78.92502
566,Education,Education,Fort Frances,St. Mary Catholic Elementary School,Complete,20-Jan,Construction of new school,"New facility to accommodate 345 students as a result of a consolidation, including the construction of 39 child care spaces",Rainy River,Northwest,755 FLINDERS AVE,P9A3L2,,13676077,,Yes,,Yes,,48.6107949,-93.4217571
567,Education,Education,Fort Frances,Full Day Kindergarten Projects,Complete,16-Sep,Demolition,Full/Partial demolition of the existing facility,Rainy River,Northwest,522 SECOND ST E,P9A1N4,,12404,,Yes,,,,48.61346,-93.38707
568,Education,Education,Fort Frances,St. Mary Catholic Elementary School,Complete,24-Mar,Expansion of existing school,New classroom addition of 69 pupil places for a growing school,Rainy River,Northwest,755 FLINDERS AVE,P9A3L2,,5851846,,Yes,,,,48.61251893,-93.42182511
569,Education,Education,Georgian Bay,Honey Harbour Public Elementary School,Complete,19-Sep,Purchase and install a portable to accommodate students,,Muskoka,Central,2586 HONEY HARBOUR RD,P0E1E0,,351250,,Yes,,,,44.86739,-79.81861
570,Education,Education,Georgina,St. Bernadette Catholic Elementary School,Complete,18-Sep,Renovation of existing school,Renovation to address accommodation needs as a result of full day kindergarten,York,Central,5279 BLACK RIVER RD,L0E1R0,,300000,,Yes,,,,44.30934,-79.36829
571,Education,Education,Greater Napanee,JJ O'Neill Catholic Elementary School,Under construction,26-Sep,Expansion of existing school,"New classroom addition of 331 pupil places for a growing school, including 49 child care spaces",Lennox and Addington,East,240 MARILYN AVE,K7R2L4,,20964222,,Yes,,Yes,,44.24734492,-76.96461964
572,Education,Education,Greater Sudbury,St. Charles College Catholic Secondary School,Complete,15-Sep,Retrofit,"Accommodates about 1,290 Gr. 7 to 12 students",Sudbury,Northeast,1940 HAWTHORNE DR,P3A1M8,,3320612,,Yes,,Yes,,46.51773,-80.92679
573,Education,Education,Greater Sudbury,École secondaire publique Cap sur l'Avenir,Complete,17-Sep,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Sudbury,Northeast,190 LARCH ST,P3E1C5,,1067838,,Yes,,,,46.49159339,-80.99008158
574,Education,Education,Greater Sudbury,École élémentaire catholique Hanmer-Val Thérèse,Under construction,25-Sep,Construction of new school,"New facility to accommodate 567 students as a result of a consolidation, including the construction of 73 child care spaces and of 1 EarlyON room",Sudbury,Northeast,TBD,TBD,,21721101,,Yes,,Yes,,,
575,Education,Education,Greater Sudbury,Churchill Public Elementary School,Complete,22-Sep,Expansion of existing school,"Expansion to accommodate school population as a result of a consolidation, including 49 child care spaces",Sudbury,Northeast,1722 FIELDING ST,P3A1P1,,4266712,,Yes,,,,46.51866,-80.93435
576,Education,Education,Greater Sudbury,Confederation Public Secondary School,Complete,18-Sep,Expansion of existing school,Expansion to accommodate school population,Sudbury,Northeast,1918 MAIN ST,P3N1R8,,1635590,,Yes,,,,46.6117,-81.02007
577,Education,Education,Greater Sudbury,Sudbury Consolidation Public Elementary School,Complete,23-Sep,Construction of new school,"New facility to accommodate 387 students as a result of a consolidation, including the construction of 49 child care spaces and of 1 EarlyON room",Sudbury,Northeast,1545 KENNEDY ST,P3A2G1,,16617241,,Yes,,Yes,,46.524298,-80.939866
578,Education,Education,Greater Sudbury,Holy Trinity Catholic Elementary School,Complete,15-Sep,New school built,New facility to accommodate 578 students as a result of a consolidation,Sudbury,Northeast,1945 HAWTHORNE DR,P3A0C1,,11776020,,Yes,,,,46.516,-80.927
579,Education,Education,Greater Sudbury,St. David Catholic Elementary School,Complete,15-Sep,New school built,New replacement facility to accommodate 200 students,Sudbury,Northeast,549 FROOD RD,P3C5A2,,8746306,,Yes,,,,46.50684,-81.00673
580,Education,Education,Greater Sudbury,St. Paul the Apostle Catholic Elementary School,Complete,18-Sep,Demolition,Full/Partial demolition of the existing facility,Sudbury,Northeast,1 EDWARD AVE,P0M1M0,,1269122,,Yes,,Yes,,46.49429,-80.85059
581,Education,Education,Greater Sudbury,Chelmsford Valley District Public Secondary School,Complete,21-Sep,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,Sudbury,Northeast,3594 HIGHWAY 144 E,P0M1L0,,5882653,,Yes,,Yes,,46.5699,-81.19392
582,Education,Education,Greenstone,Geraldton Public Secondary School,Complete,21-Sep,Renovation of existing school,Renovation to improve school condition,Thunder Bay,Northwest,500 SECOND ST W,P0T1M0,,1013510,,Yes,,Yes,,49.72188,-86.95383
583,Education,Education,Grey Highlands,Beavercrest Community Public Elementary School,Under construction,2025,Construction of new school,"New replacement facility to accommodate 236 students, including the construction of 39 child care spaces and of 2 EarlyON rooms",Grey,Southwest,TBD,TBD,,19441187,,Yes,,,,,
584,Education,Education,Grimsby,Our Lady of Fatima Catholic Elementary School,Complete,18-Jan,Expansion of existing school,"New classroom addition of 138 pupil places for a growing school, including 49 child care spaces",Niagara,Central,69 OLIVE ST,L3M2C3,,4391129,,Yes,,,,43.2025856,-79.5666565
585,Education,Education,Grimsby,CyberQuest Catholic Continued Education,Complete,17-Sep,Demolition,Full/Partial demolition of the existing facility,Niagara,Central,69 OLIVE ST,L3M2C3,,134100,,Yes,,,,43.2018,-79.56749
586,Education,Education,Grimsby,Smith Public Elementary School,Complete,24-Mar,Expansion of existing school,"New classroom addition of 276 pupil places for a growing school, including 49 child care spaces",Niagara,Central,18 OAKES RD N,L3M4B1,,8080972,,Yes,,Yes,,43.20636,-79.61408
587,Education,Education,Guelph,École Guelph Lake Public Elementary School,Complete,16-Sep,New school built,New facility to accommodate 541 students in a growing community,Wellington,Southwest,595 WATSON PKY N,N1E6X2,,8844436,,Yes,,,,43.58051,-80.22627
588,Education,Education,Guelph,Guelph Public Secondary School,Under construction,26-Sep,Construction of new school,New facility to accommodate 900 students in a growing community,Wellington,Southwest,388 ARKELL  RD,N1L1E6,,29869148,,Yes,,,,43.52478596,-80.18837071
589,Education,Education,Guelph,école élémentaire catholique Saint-René-Goupil,Planning,26-Sep,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Wellington,Southwest,221 SCOTTSDALE DR,N1G3A1,,3272670,,Yes,,,,43.52225,-80.24347
590,Education,Education,Guelph,Rickson Ridge Public School,Planning,25-Sep,Addition,A 138 pupil place addition including a gymnasium to Rickson RidgePublic School to address accommodation pressure in Guelph.,Wellington,Southwest,177 Rickson Ave,N1G 4Y6,,5295888,,Yes,,,,43.51339613,-80.21292237
591,Education,Education,Guelph-Eramosa,Sacred Heart Catholic Elementary School,Complete,16-Sep,New school built,New facility to accommodate 268 students in a growing community,Wellington,Southwest,5146 7 HWY RR 4,N0B2K0,,6221591,,Yes,,,,43.62408,-80.15174
592,Education,Education,Halton,Georgetown West Catholic Elementary School,Planning,27-Jan,New School,"A new 527 pupil place elementary school including a 5-room child care centre ( 1 infant, 2 toddler, 2 preschool) to address accommodation pressure in Halton Hills.",Halton,Central,TBD,TBD,,26143856,,Yes,,,,,
593,Education,Education,Hamilton,Cardinal Newman Catholic Secondary School,Complete,14-Sep,Expansion of existing school,"New classrooms increase school population to more than 1,260 Gr. 9 to 12 students",Hamilton,Central,127 Gray Rd,L8G3V3,,937199,,Yes,,,,43.22159,-79.74547
594,Education,Education,Hamilton,Franklin Road Public Elementary School,Complete,15-Sep,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Hamilton,Central,500 Franklin Rd,L8V 2A4,,0,,Yes,,,,43.226265,-79.851909
595,Education,Education,Hamilton,Greensville Public Elementary School,Complete,12-Sep,Expansion of existing school,Minor school addition to accommodate Full Day Kindergarten students,Hamilton,Central,625 Harvest Rd,L9H 5K8,,0,,Yes,,,,43.281063,-79.984395
596,Education,Education,Hamilton,Nora Frances Henderson Public Secondary School,Complete,20-Oct,Construction of new school,New facility to accommodate 1245 students as a result of a consolidation,Hamilton,Central,620 RYMAL RD E,L8W1B3,,34910547,,Yes,,,,43.1939,-79.8662
597,Education,Education,Hamilton,Bernie Curtis Public Secondary School,Complete,19-Sep,Construction of new school,New facility to accommodate 1251 students as a result of a consolidation,Hamilton,Central,1055 KING ST E,L8M1E2,,31839111,,Yes,,Yes,,43.25128,-79.82765
598,Education,Education,Hamilton,Ridgemount Public Elementary School,Complete,16-Sep,Expansion of existing school,New classroom addition of 118 pupil places to accommodate students as a result of a consolidation,Hamilton,Central,65 HESTER ST,L9A2N3,,2878303,,Yes,,Yes,,43.22451,-79.87925
599,Education,Education,Hamilton,Spencer Valley Public Elementary School,Complete,15-Sep,Expansion of existing school,New classrooms increase school population to more than 260 kindergarten to Gr. 8 students,Hamilton,Central,441 Old Brock Rd,L9H 6A7,,0,,Yes,,,,43.289854,-79.997935
600,Education,Education,Hamilton,Viscount Montgomery Public Elementary School,Complete,15-Sep,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Hamilton,Central,1525 Lucerne Ave,L8K 1R3,,0,,Yes,,,,43.232618,-79.796755
601,Education,Education,Hamilton,WH Ballard Public Elementary School,Complete,15-Sep,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Hamilton,Central,801 Dunsmure Rd,L8H 1H9,,0,,Yes,,,,43.24165,-79.802941
602,Education,Education,Hamilton,Bennetto Public Elementary School,Complete,15-Sep,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Hamilton,Central,47 Simcoe St E,L8L 3N2,,0,,Yes,,,,43.267294,-79.861553
603,Education,Education,Hamilton,Tiffany Hills Public Elementary School,Complete,16-Sep,New school built,New facility to accommodate 546 students in a growing community,Hamilton,Central,255 RAYMOND RD,L9K0H8,,12254180,,Yes,,Yes,,43.21273,-79.93762
604,Education,Education,Hamilton,Greensville Public Elementary School,Complete,21-Jan,Construction of new school,"New facility to accommodate 381 students as a result of a consolidation, including the construction of 39 child care spaces",Hamilton,Central,625 HARVEST RD,L9H5K8,,4305726,,Yes,,Yes,,43.28175251,-79.98414095
605,Education,Education,Hamilton,Franklin Road Public Elementary School,Complete,18-Sep,Expansion of existing school,"New classroom addition of 52 pupil places to accommodate students as a result of a consolidation, including 63 child care spaces",Hamilton,Central,500 FRANKLIN RD,L8V2A4,,2455687,,Yes,,Yes,,43.22549,-79.85117
606,Education,Education,Hamilton,Shannen Koostachin Public Elementary School,Complete,20-Jan,Construction of new school,"New facility to accommodate 625 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,110 BELLAGIO AVE,L0R1P0,,14388900,,Yes,,Yes,,43.177103,-79.802555
607,Education,Education,Hamilton,Eastdale Public Elementary School,Complete,19-Sep,Construction of new school,New replacement facility to accommodate 564 students,Hamilton,Central,99 LINCOLN  RD,L8E1Z4,,11754854,,Yes,,Yes,,43.22862,-79.73462
608,Education,Education,Hamilton,Sir Wilfrid Laurier Public Elementary School,Complete,20-Sep,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,Hamilton,Central,70 ALBRIGHT RD,L8K5J3,,1087803,,Yes,,,,43.21792,-79.78779
609,Education,Education,Hamilton,Our Lady of the Assumption Catholic Elementary School,Complete,17-Sep,Construction of new school,New facility to accommodate 509 students in a growing community,Hamilton,Central,103 FLETCHER RD,L0R1P0,,11851743,,Yes,,Yes,,43.1775,-79.80648
610,Education,Education,Hamilton,St. Jean de Brébeuf Catholic Secondary School,Complete,17-Sep,Expansion of existing school,New classroom addition of 105 pupil places to accommodate students as a result of condition,Hamilton,Central,200 ACADIA DR,L8W1B8,,2837166,,Yes,,Yes,,43.20163,-79.86404
611,Education,Education,Hamilton,Binbrook Catholic Elementary School,Complete,21-Jan,Construction of new school,"New facility to accommodate 458 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,400 PUMPKIN PASS,L0R1C0,,12259019,,Yes,,Yes,,43.13029,-79.82635
612,Education,Education,Hamilton,École secondaire publique Georges-P-Vanier,Planning,27-Sep,Construction of new school,New facility to accommodate 400 students as a result of a consolidation,Hamilton,Central,36 BROUGHTON AVE,L8W3S5,,13257763,,Yes,,,,43.19006314,-79.85184611
613,Education,Education,Hamilton,École secondaire catholique Mère-Teresa,Planning,27-Sep,Construction of new school,New facility to accommodate 400 students as a result of a consolidation,Hamilton,Central,36 BROUGHTON AVE,L8W3S5,,13257763,,Yes,,,,43.19006314,-79.85184611
614,Education,Education,Hamilton,Dundas Valley Public Secondary School,Complete,15-Sep,Expansion of existing school,School renovation and new classroom addition of 126 pupil places,Hamilton,Central,310 GOVERNORS RD,L9H5P8,,0,,,,Yes,,43.25795,-79.97673
615,Education,Education,Hamilton,George L Armstrong Public Elementary School,Complete,15-Sep,Expansion of existing school,Minor school addition and renovation to accommodate a child care,Hamilton,Central,460 CONCESSION ST,L9A1C3,,710756,,Yes,,Yes,,43.24135,-79.85607
616,Education,Education,Hamilton,Pauline Johnson Public Elementary School,Complete,15-Sep,Expansion of existing school,New classroom addition of 112 pupil places to accommodate students as a result of a consolidation,Hamilton,Central,25 HUMMINGBIRD LANE,L9A4B1,,3998248,,Yes,,Yes,,43.2199,-79.87051
617,Education,Education,Hamilton,Queensdale Public Elementary School,Complete,15-Sep,Expansion of existing school,New classroom addition of 46 pupil places for a growing school,Hamilton,Central,67 QUEENSDALE AVE E,L9A1K4,,886749,,Yes,,Yes,,43.24137,-79.87298
618,Education,Education,Hamilton,Saltfleet Public Secondary School,Complete,15-Sep,Expansion of existing school,New classroom addition of 210 pupil places for a growing school,Hamilton,Central,108 HIGHLAND RD W,L8J2T2,,4575770,,Yes,,,,43.18329,-79.77837
619,Education,Education,Hamilton,Collegiate Avenue Public Elementary School,Complete,20-Sep,Expansion of existing school,"New classroom addition of 213 pupil places to accommodate students as a result of a consolidation, including 49 child care spaces",Hamilton,Central,49 COLLEGIATE AVE,L8G3L5,,6016280,,Yes,,Yes,,43.22095,-79.74914
620,Education,Education,Hamilton,Glen Public Elementary School,Complete,21-Sep,Construction of new school,"New facility to accommodate 682 students as a result of a consolidation, including the construction of 49 child care spaces",Hamilton,Central,50 SECORD DR,L8K3W7,,15518762,,Yes,,Yes,,43.22772389,-79.77941698
621,Education,Education,Hamilton,Memorial Public Elementary School,Complete,21-Jan,New school built,"New facility to accommodate 495 students as a result of a consolidation, including the construction of 49 child care spaces",Hamilton,Central,211 MEMORIAL  AVE,L8G3B2,,12039902,,Yes,,Yes,,43.21665061,-79.72788913
622,Education,Education,Hamilton,Greensville Public Elementary School,Complete,17-Sep,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,625 HARVEST RD,L9H5K8,,266002,,Yes,,,,43.28142,-79.98436
623,Education,Education,Hamilton,St. Gabriel Catholic Elementary School,Complete,15-Sep,New school built,New replacement facility to accommodate 504 students,Hamilton,Central,1361 BARTON ST,L8E5L1,,9782716,,Yes,,Yes,,43.21128,-79.64313
624,Education,Education,Hamilton,St. Therese of Lisieux Catholic Elementary School,Complete,15-Sep,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Hamilton,Central,1760 GARTH ST,L9B2X5,,3700900,,Yes,,,,43.2059,-79.916
625,Education,Education,Hamilton,Spring Valley Public Elementary School,Complete,21-Jan,New school built,"New facility to accommodate 495 students as a result of a consolidation, including the construction of 49 child care spaces",Hamilton,Central,99 DUNHAM DR,L9G1X7,,12024837,,Yes,,,,43.21660741,-79.99184223
626,Education,Education,Hamilton,Mount Albion Public Elementary School,Complete,21-Sep,Expansion of existing school,"New classroom addition of 230 pupil places for a growing school, including 49 child care spaces",Hamilton,Central,24 KENNARD ST,L8J2E5,,6469930,,Yes,,Yes,,43.18932,-79.7911
627,Education,Education,Hamilton,Ancaster Senior Public Elementary School,Complete,19-Sep,Expansion of existing school,New classroom addition of 173 pupil places afin d'accueillir students as a result of consolidation,Hamilton,Central,295 NAKOMA RD,L8N3L1,,3702489,,Yes,,,,43.20807,-79.99317
628,Education,Education,Hamilton,Rockton Public Elementary School,Complete,20-Sep,New school built,New facility to accommodate 511 students as a result of a consolidation,Hamilton,Central,670 HIGHWAY 8,L0R1X0,,14397747,,Yes,,Yes,,43.2982129,-80.0742907
629,Education,Education,Hamilton,St. Patrick Catholic Elementary School,Complete,23-May,Construction of new school,"New facility to accommodate 383 students as a result of a consolidation, including the construction of 49 child care spaces and of 2 EarlyON rooms",Hamilton,Central,20 EAST AVE S,L8N3X1,,14683021,,Yes,,Yes,,43.2524,-79.8558
630,Education,Education,Hamilton,Eastdale Public Elementary School,Complete,18-Sep,Full/partial demolition of the existing facility,,Hamilton,Central,275 LINCOLN RD,L8E1Z4,,408859,,Yes,,,,43.22862,-79.73462
631,Education,Education,Hamilton,Glen Brae Public Elementary School,Complete,22-May,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,50 SECORD DR,L8K3W7,,1001090,,Yes,,,,43.22772389,-79.77941698
632,Education,Education,Hamilton,Memorial Public Elementary School,Complete,21-Sep,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,211 MEMORIAL AVE,L8G3B2,,653778,,Yes,,,,43.21665061,-79.72788913
633,Education,Education,Hamilton,Binbrook II Public Elementary School,Planning,27-Sep,Construction of new school,New facility to accommodate 615 students in a growing community,Hamilton,Central,TBD,TBD,,13528858,,Yes,,,,,
634,Education,Education,Hamilton,St. James the Apostle Catholic Elementary School,Complete,24-Mar,Construction of new school,"New facility to accommodate 590 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,29 JOHN MURRAY ST,L8J1C5,,16814371,,Yes,,Yes,,43.19164615,-79.78362942
635,Education,Education,Hamilton,Nash Upper Stoney Creek Public Elementary School,Planning,27-Sep,Construction of new school,"New facility to accommodate 650 students in a growing community, including the construction of 49 child care spaces",Hamilton,Central,FIRST RD W / GREEN MOUNTAIN RD W,,,16667921,,Yes,,,,43.20164186,-79.77585353
636,Education,Education,Hamilton,Guardian Angels Catholic Elementary School,Under construction,2025,Expansion of existing school,"New classroom addition of 118 pupil places for a growing school, including 49 child care spaces",Hamilton,Central,705 CENTRE RD,L8N2Z7,,7068257,,Yes,,Yes,,43.34403544,-79.91437373
637,Education,Education,Hamilton,St. James the Apostle Catholic Elementary School,Complete,23-Oct,Demolition,Full/Partial demolition of the existing facility,Hamilton,Central,29 JOHN MURRAY ST,L8J1C5,,664040,,Yes,,,,43.19164615,-79.78362942
638,Education,Education,Hamilton,Bishop Ryan Catholic Secondary School,Under construction,2025,Expansion of existing school,New classroom addition of 253 pupil places for a growing school,Hamilton,Central,1824 RYMAL RD,L0R1P0,,8449198,,Yes,,Yes,,43.18156,-79.81642
639,Education,Education,Hamilton,école élémentaire publique Hamilton Ouest,Planning,27-Sep,Construction of new school,"New facility to accommodate 271 underserved French-language students, including the construction of 49 child care spaces",Hamilton,Central,TBD,L8S3B7,,10298140,,Yes,,,,,
640,Education,Education,Hamilton,Waterdown Bay Elementary School,Planning,27-Sep,New School,"A new 504 pupil place elementary school including a 5-room child care centre (1 infant, 2 toddler, 2 preschool) to address accommodation pressure in Hamilton.",Hamilton,Central,TBD,TBD,,22102282,,Yes,,,,,
641,Education,Education,Hamilton,Mount Hope Elementary School,Planning,27-Feb,Addition,"A 178 pupil place addition and renovation to Mount Hope elementary school including a 5-room child care centre  (1 infant, 2 toddler, 2 preschool) to address accommodation pressure in Hamilton.",Hamilton,Central,9149 Airport Rd,L8N3L1,,9081847,,Yes,,,,43.15723469,-79.92031387
642,Education,Education,Hamilton,Binbrook Secondary School,Planning,To Be Determined,New School,"A new 1,001 pupil place secondary school in Binbrook, Hamilton.",Hamilton,Central,2515 Fletcher Road,L0R 1C0,,52241451,,Yes,,,,43.13424314,-79.82490397
643,Education,Education,Hamilton,St. Paul Catholic Elementary School Addition,Planning,To Be Determined,Addition,"A 141 pupil place addition and 49 licensed child care spaces at St. Paul CES in Upper Stoney Creek, Hamilton.",Hamilton,Central,24 Amberwood St,L8J2H9,,6872355,,Yes,,,,43.19975161,-79.79667846
644,Education,Education,Hamilton,Janet Lee Elementary School Addition,Planning,To Be Determined,Addition,A 162 pupil place addition to Janet Lee elementary school with 88 licensed child care spaces in Hamilton.,Hamilton,Central,291 Winterberry Drive,L8J2N5,,7754134,,Yes,,,,43.19177634,-79.80698294
645,Education,Education,Hanover,John Diefenbaker Public Secondary School,Complete,19-Sep,Construction of new school,New facility to accommodate 737 students as a result of a consolidation,Grey,Southwest,201 18TH AVE,N4N3S5,,21734975,,Yes,,,,44.14765,-81.01229
646,Education,Education,Hawkesbury,école élémentaire publique Nouvel-Horizon,Complete,22-Sep,Expansion of existing school,"New classroom addition of 92 pupil places for a growing school, including 15 child care spaces",Prescott and Russell,East,433 CARTIER BLVD,K6A1V9,,2773819,,Yes,,Yes,,45.60632,-74.60125
647,Education,Education,Hearst,école élémentaire publique Passeport Jeunesse,Complete,19-Sep,Renovation of existing school,Renovation to address accommodation needs for a growing school,Cochrane,Northeast,75 9TH ST,P0L1N0,,1236879,,Yes,,,,49.6839,-83.6658
